"","num","Differences","sequencename"
"1",1,1972,"gi|566077056|gb|KC752162.1|Hepatitis_B_virus|23_Apr_07|2007|India|AS"
"2",2,1968,"gi|566077132|gb|KC752181.1|Hepatitis_B_virus|28_Oct_06|2006|India|AS"
"3",3,1965,"gi|566077076|gb|KC752167.1|Hepatitis_B_virus|21_Jan_06|2006|India|AS"
"4",4,1963,"gi|566077011|gb|KC752151.1|Hepatitis_B_virus|01_Jun_05|2005|India|AS"
"5",5,1956,"gi|566077023|gb|KC752154.1|Hepatitis_B_virus|10_Oct_05|2005|India|AS"
"6",6,1957,"gi|566077060|gb|KC752163.1|Hepatitis_B_virus|27_Apr_05|2005|India|AS"
"7",7,1957,"gi|566077043|gb|KC752159.1|Hepatitis_B_virus|27_Oct_05|2005|India|AS"
"8",8,1986,"gi|566077039|gb|KC752158.1|Hepatitis_B_virus|26_Oct_05|2005|India|AS"
"9",9,1963,"gi|566077136|gb|KC752182.1|Hepatitis_B_virus|13_Nov_06|2006|India|AS"
"10",10,1965,"gi|566077117|gb|KC752177.1|Hepatitis_B_virus|25_Aug_06|2006|India|AS"
"11",11,1941,"gi|566077015|gb|KC752152.1|Hepatitis_B_virus|25_Oct_05|2005|India|AS"
"12",12,1918,"gi|566077080|gb|KC752168.1|Hepatitis_B_virus|16_Oct_07|2007|India|AS"
"13",13,1962,"gi|566077125|gb|KC752179.1|Hepatitis_B_virus|17_Oct_06|2006|India|AS"
"14",14,1937,"gi|566077052|gb|KC752161.1|Hepatitis_B_virus|07_Jul_07|2007|India|AS"
"15",15,1939,"gi|566077121|gb|KC752178.1|Hepatitis_B_virus|19_Sep_06|2006|India|AS"
"16",16,1954,"gi|566077129|gb|KC752180.1|Hepatitis_B_virus|18_Oct_06|2006|India|AS"
"17",17,1934,"gi|566077093|gb|KC752171.1|Hepatitis_B_virus|15_Jun_06|2006|India|AS"
"18",18,1940,"gi|566077084|gb|KC752169.1|Hepatitis_B_virus|10_Jun_06|2006|India|AS"
"19",19,1929,"gi|566077068|gb|KC752165.1|Hepatitis_B_virus|05_Oct_05|2005|India|AS"
"20",20,1936,"gi|566077035|gb|KC752157.1|Hepatitis_B_virus|17_Oct_05|2005|India|AS"
"21",21,1935,"gi|566077105|gb|KC752174.1|Hepatitis_B_virus|22_Jun_06|2006|India|AS"
"22",22,1929,"gi|566077101|gb|KC752173.1|Hepatitis_B_virus|22_Jun_06|2006|India|AS"
"23",23,1927,"gi|566077113|gb|KC752176.1|Hepatitis_B_virus|25_Aug_06|2006|India|AS"
"24",24,1932,"gi|566077072|gb|KC752166.1|Hepatitis_B_virus|03_Jan_06|2006|India|AS"
"25",25,1930,"gi|566077048|gb|KC752160.1|Hepatitis_B_virus|29_Oct_05|2005|India|AS"
