"","num","Differences","sequencename"
"1",1,320,"gi|530354323|gb|KC013303.1|Human_parvovirus_B19|2007|2007|Brazil|SA"
"2",2,36,"gi|530354413|gb|KC013321.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"3",3,32,"gi|391881363|gb|JN211155.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"4",4,1554,"gi|339695501|gb|HQ664953.1|Human_parvovirus_B19|2000|2000|Germany|EU"
"5",5,33,"gi|530354509|gb|KC013340.1|Human_parvovirus_B19|2007|2007|Brazil|SA"
"6",6,40,"gi|391881483|gb|JN211185.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"7",7,37,"gi|391881423|gb|JN211170.1|Human_parvovirus_B19|May_2003|2003|Netherlands|EU"
"8",8,42,"gi|391881443|gb|JN211175.1|Human_parvovirus_B19|Jul_2008|2008|Netherlands|EU"
"9",9,46,"gi|391881303|gb|JN211140.1|Human_parvovirus_B19|Apr_2009|2009|Netherlands|EU"
"10",10,51,"gi|391881419|gb|JN211169.1|Human_parvovirus_B19|Mar_2006|2006|Netherlands|EU"
"11",11,49,"gi|391881359|gb|JN211154.1|Human_parvovirus_B19|Apr_2003|2003|Netherlands|EU"
"12",12,58,"gi|391881431|gb|JN211172.1|Human_parvovirus_B19|Dec_2008|2008|Netherlands|EU"
"13",13,45,"gi|391881235|gb|JN211123.1|Human_parvovirus_B19|Apr_2004|2004|Netherlands|EU"
"14",14,55,"gi|391881391|gb|JN211162.1|Human_parvovirus_B19|Oct_2004|2004|Netherlands|EU"
"15",15,47,"gi|391881255|gb|JN211128.1|Human_parvovirus_B19|Mar_2006|2006|Netherlands|EU"
"16",16,46,"gi|391881271|gb|JN211132.1|Human_parvovirus_B19|Feb_2006|2006|Netherlands|EU"
"17",17,51,"gi|391881247|gb|JN211126.1|Human_parvovirus_B19|Feb_2009|2009|Netherlands|EU"
"18",18,53,"gi|391881327|gb|JN211146.1|Human_parvovirus_B19|May_2009|2009|Netherlands|EU"
"19",19,54,"gi|391881439|gb|JN211174.1|Human_parvovirus_B19|Aug_2009|2009|Netherlands|EU"
"20",20,54,"gi|391881283|gb|JN211135.1|Human_parvovirus_B19|Jul_2008|2008|Netherlands|EU"
"21",21,51,"gi|391881415|gb|JN211168.1|Human_parvovirus_B19|Jun_2008|2008|Netherlands|EU"
"22",22,51,"gi|391881387|gb|JN211161.1|Human_parvovirus_B19|Jul_2006|2006|Netherlands|EU"
"23",23,53,"gi|391881279|gb|JN211134.1|Human_parvovirus_B19|Jul_2004|2004|Netherlands|EU"
"24",24,52,"gi|391881231|gb|JN211122.1|Human_parvovirus_B19|Feb_2009|2009|Netherlands|EU"
"25",25,50,"gi|391881239|gb|JN211124.1|Human_parvovirus_B19|Jan_2009|2009|Netherlands|EU"
"26",26,47,"gi|391881407|gb|JN211166.1|Human_parvovirus_B19|Apr_2006|2006|Netherlands|EU"
"27",27,45,"gi|391881435|gb|JN211173.1|Human_parvovirus_B19|Sep_2006|2006|Netherlands|EU"
"28",28,45,"gi|391881351|gb|JN211152.1|Human_parvovirus_B19|May_2009|2009|Netherlands|EU"
"29",29,44,"gi|391881307|gb|JN211141.1|Human_parvovirus_B19|Jun_2006|2006|Netherlands|EU"
"30",30,43,"gi|391881479|gb|JN211184.1|Human_parvovirus_B19|Apr_2004|2004|Netherlands|EU"
"31",31,41,"gi|391881467|gb|JN211181.1|Human_parvovirus_B19|Jan_2004|2004|Netherlands|EU"
"32",32,35,"gi|530354473|gb|KC013332.1|Human_parvovirus_B19|2008|2008|Brazil|SA"
"33",33,24,"gi|37499708|gb|AY386330.1|Human_parvovirus_B19|2008|2008|USA|NA"
"34",34,37,"gi|530354419|gb|KC013322.1|Human_parvovirus_B19|2009|2009|Brazil|SA"
"35",35,32,"gi|391881411|gb|JN211167.1|Human_parvovirus_B19|May_2003|2003|Netherlands|EU"
"36",36,34,"gi|391881295|gb|JN211138.1|Human_parvovirus_B19|Dec_2003|2003|Netherlands|EU"
