"","num","Differences","sequencename"
"1",1,346,"gi|337238071|gb|HQ537687.1|Human_papillomavirus_type_31|NA|NA|NA|NA"
"2",2,104,"gi|225423323|gb|FJ797044.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"3",3,21,"gi|296936109|gb|HM057182.1|Human_papillomavirus_type_16|Mar_07|2007|Brazil|SA"
"4",4,10,"gi|406066311|gb|JX313696.1|Human_papillomavirus_type_16|12_Oct_10|2010|China|AS"
"5",5,94,"gi|225423347|gb|FJ797056.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"6",6,92,"gi|225423339|gb|FJ797052.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"7",7,92,"gi|225423303|gb|FJ797034.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"8",8,9,"gi|406066307|gb|JX313694.1|Human_papillomavirus_type_16|12_Oct_10|2010|China|AS"
"9",9,5,"gi|218931404|gb|EU918764.1|Human_papillomavirus_type_16|Aug_07|2007|China|AS"
"10",10,7,"gi|406066349|gb|JX313715.1|Human_papillomavirus_type_16|23_Aug_11|2011|China|AS"
"11",11,4,"gi|406066321|gb|JX313701.1|Human_papillomavirus_type_16|12_Mar_11|2011|China|AS"
"12",12,2,"gi|406066323|gb|JX313702.1|Human_papillomavirus_type_16|20_Apr_11|2011|China|AS"
"13",13,6,"gi|406066305|gb|JX313693.1|Human_papillomavirus_type_16|12_Oct_10|2010|China|AS"
"14",14,89,"gi|225423349|gb|FJ797057.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"15",15,89,"gi|225423345|gb|FJ797055.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"16",16,89,"gi|225423337|gb|FJ797051.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"17",17,89,"gi|225423307|gb|FJ797036.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"18",18,5,"gi|406066315|gb|JX313698.1|Human_papillomavirus_type_16|20_Dec_10|2010|China|AS"
"19",19,4,"gi|406066363|gb|JX313722.1|Human_papillomavirus_type_16|02_Dec_11|2011|China|AS"
"20",20,2,"gi|406066331|gb|JX313706.1|Human_papillomavirus_type_16|20_Apr_11|2011|China|AS"
"21",21,2,"gi|406066329|gb|JX313705.1|Human_papillomavirus_type_16|20_Apr_11|2011|China|AS"
"22",22,2,"gi|406066319|gb|JX313700.1|Human_papillomavirus_type_16|12_Mar_11|2011|China|AS"
"23",23,3,"gi|406066365|gb|JX313723.1|Human_papillomavirus_type_16|21_Dec_11|2011|China|AS"
"24",24,2,"gi|406066333|gb|JX313707.1|Human_papillomavirus_type_16|28_May_11|2011|China|AS"
"25",25,3,"gi|406066317|gb|JX313699.1|Human_papillomavirus_type_16|20_Dec_10|2010|China|AS"
"26",26,3,"gi|406066327|gb|JX313704.1|Human_papillomavirus_type_16|20_Apr_11|2011|China|AS"
"27",27,3,"gi|406066325|gb|JX313703.1|Human_papillomavirus_type_16|20_Apr_11|2011|China|AS"
"28",28,88,"gi|225423335|gb|FJ797050.1|Human_papillomavirus_type_16|12_Jan_05|2005|Mexico|NA"
"29",29,2,"gi|374257624|gb|JQ004093.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"30",30,2,"gi|196170262|gb|FJ006723.1|Human_papillomavirus_type_16|16_Dec_06|2006|China|AS"
"31",31,2,"gi|406066351|gb|JX313716.1|Human_papillomavirus_type_16|02_Sep_11|2011|China|AS"
"32",32,2,"gi|406066337|gb|JX313709.1|Human_papillomavirus_type_16|28_May_11|2011|China|AS"
"33",33,2,"gi|406066313|gb|JX313697.1|Human_papillomavirus_type_16|20_Dec_10|2010|China|AS"
"34",34,3,"gi|374257651|gb|JQ004096.1|Human_papillomavirus_type_16|2010|2010|Thailand|AS"
"35",35,2,"gi|588295518|gb|KF954093.1|Human_papillomavirus_type_16|2013|2013|China|AS"
"36",36,2,"gi|242347725|gb|FJ610150.1|Human_papillomavirus_type_16|2008|2008|Thailand|AS"
"37",37,2,"gi|406066309|gb|JX313695.1|Human_papillomavirus_type_16|12_Oct_10|2010|China|AS"
"38",38,1,"gi|406066359|gb|JX313720.1|Human_papillomavirus_type_16|03_Nov_11|2011|China|AS"
