"","num","Differences","sequencename"
"1",1,141,"gi|459464407|gb|KC170821.1|Enterovirus_B|Jul_2010|2010|France|EU"
"2",2,134,"gi|459464373|gb|KC170804.1|Enterovirus_B|Oct_2010|2010|France|EU"
"3",3,135,"gi|459464371|gb|KC170803.1|Enterovirus_B|Oct_2010|2010|France|EU"
"4",4,134,"gi|459464369|gb|KC170802.1|Enterovirus_B|Oct_2010|2010|France|EU"
"5",5,135,"gi|381216841|gb|JQ038111.1|Enterovirus_B|2003|2003|Central_African_Republic|NA"
"6",6,136,"gi|381216703|gb|JQ038042.1|Enterovirus_B|2003|2003|Central_African_Republic|NA"
"7",7,125,"gi|459464317|gb|KC170776.1|Enterovirus_B|Jun_2010|2010|France|EU"
"8",8,126,"gi|459464393|gb|KC170814.1|Enterovirus_B|Jul_2010|2010|France|EU"
"9",9,128,"gi|459464389|gb|KC170812.1|Enterovirus_B|Jun_2010|2010|France|EU"
"10",10,118,"gi|478246106|gb|KC455956.1|Enterovirus_B|Apr_2011|2011|France|EU"
"11",11,117,"gi|478246206|gb|KC456006.1|Enterovirus_B|Dec_2011|2011|France|EU"
"12",12,114,"gi|478246170|gb|KC455988.1|Enterovirus_B|Jul_2011|2011|France|EU"
"13",13,115,"gi|478246192|gb|KC455999.1|Enterovirus_B|Sep_2011|2011|France|EU"
"14",14,114,"gi|478246200|gb|KC456003.1|Enterovirus_B|Oct_2011|2011|France|EU"
"15",15,113,"gi|478246190|gb|KC455998.1|Enterovirus_B|Sep_2011|2011|France|EU"
"16",16,114,"gi|478246202|gb|KC456004.1|Enterovirus_B|Oct_2011|2011|France|EU"
"17",17,112,"gi|478246204|gb|KC456005.1|Enterovirus_B|Nov_2011|2011|France|EU"
"18",18,113,"gi|478246172|gb|KC455989.1|Enterovirus_B|Jul_2011|2011|France|EU"
"19",19,114,"gi|478246166|gb|KC455986.1|Enterovirus_B|Jul_2011|2011|France|EU"
"20",20,113,"gi|478246136|gb|KC455971.1|Enterovirus_B|Jun_2011|2011|France|EU"
"21",21,115,"gi|478246162|gb|KC455984.1|Enterovirus_B|Jul_2011|2011|France|EU"
"22",22,113,"gi|478246168|gb|KC455987.1|Enterovirus_B|Jul_2011|2011|France|EU"
"23",23,115,"gi|478246196|gb|KC456001.1|Enterovirus_B|Sep_2011|2011|France|EU"
"24",24,114,"gi|478246100|gb|KC455953.1|Enterovirus_B|Mar_2011|2011|France|EU"
"25",25,112,"gi|478246130|gb|KC455968.1|Enterovirus_B|Jun_2011|2011|France|EU"
"26",26,112,"gi|478246150|gb|KC455978.1|Enterovirus_B|Jun_2011|2011|France|EU"
"27",27,112,"gi|478246126|gb|KC455966.1|Enterovirus_B|Jun_2011|2011|France|EU"
"28",28,114,"gi|478246186|gb|KC455996.1|Enterovirus_B|Aug_2011|2011|France|EU"
"29",29,113,"gi|478246142|gb|KC455974.1|Enterovirus_B|Jun_2011|2011|France|EU"
"30",30,112,"gi|478246120|gb|KC455963.1|Enterovirus_B|May_2011|2011|France|EU"
"31",31,115,"gi|478246198|gb|KC456002.1|Enterovirus_B|Oct_2011|2011|France|EU"
"32",32,114,"gi|478246152|gb|KC455979.1|Enterovirus_B|Jun_2011|2011|France|EU"
"33",33,115,"gi|478246134|gb|KC455970.1|Enterovirus_B|Jun_2011|2011|France|EU"
"34",34,113,"gi|459464333|gb|KC170784.1|Enterovirus_B|Oct_2010|2010|France|EU"
"35",35,113,"gi|478246158|gb|KC455982.1|Enterovirus_B|Jul_2011|2011|France|EU"
"36",36,113,"gi|478246174|gb|KC455990.1|Enterovirus_B|Jul_2011|2011|France|EU"
"37",37,113,"gi|478246160|gb|KC455983.1|Enterovirus_B|Jul_2011|2011|France|EU"
"38",38,113,"gi|478246138|gb|KC455972.1|Enterovirus_B|Jun_2011|2011|France|EU"
"39",39,114,"gi|478246110|gb|KC455958.1|Enterovirus_B|Apr_2011|2011|France|EU"
"40",40,113,"gi|478246116|gb|KC455961.1|Enterovirus_B|May_2011|2011|France|EU"
"41",41,114,"gi|478246112|gb|KC455959.1|Enterovirus_B|May_2011|2011|France|EU"
"42",42,115,"gi|478246102|gb|KC455954.1|Enterovirus_B|Apr_2011|2011|France|EU"
"43",43,115,"gi|478246104|gb|KC455955.1|Enterovirus_B|Apr_2011|2011|France|EU"
"44",44,115,"gi|478246114|gb|KC455960.1|Enterovirus_B|May_2011|2011|France|EU"
"45",45,115,"gi|459464401|gb|KC170818.1|Enterovirus_B|Nov_2010|2010|France|EU"
"46",46,114,"gi|459464353|gb|KC170794.1|Enterovirus_B|Nov_2010|2010|France|EU"
"47",47,115,"gi|459464341|gb|KC170788.1|Enterovirus_B|Nov_2010|2010|France|EU"
"48",48,116,"gi|478246154|gb|KC455980.1|Enterovirus_B|Jun_2011|2011|France|EU"
"49",49,116,"gi|478246182|gb|KC455994.1|Enterovirus_B|Aug_2011|2011|France|EU"
